audio_0|じゃあ、頼斗くんにも協力してもらおっかな|じゃあ、頼斗くんにも協力してもらおっかな
audio_1|セレナちゃんのおっぱい美味しそう、んー、あむっ！|セレナちゃんのおっぱい美味しそう、んー、あむっ！
audio_2|んむっ、ほら、頼斗くんも、ちゃんとセレナちゃん、可愛がってあげて|んむっ、ほら、頼斗くんも、ちゃんとセレナちゃん、可愛がってあげて
audio_3|ね、セレナちゃん、こっち向いて！|ね、セレナちゃん、こっち向いて！
audio_4|そろそろ、こっちもしてあげないとダメだよね|そろそろ、こっちもしてあげないとダメだよね
audio_5|セレナちゃん、もうこんなになってるんだ？|セレナちゃん、もうこんなになってるんだ？
audio_6|んふふー、セレナちゃんのイクとこ、私に見せて！|んふふー、セレナちゃんのイクとこ、私に見せて！
audio_7|セレナちゃん、もっと可愛いトコ見せて！|セレナちゃん、もっと可愛いトコ見せて！
audio_8|だってセレナちゃん、可愛かったから|だってセレナちゃん、可愛かったから
audio_9|あ、勿論、セレナちゃんも一緒、だよ！|あ、勿論、セレナちゃんも一緒、だよ！
audio_10|恥ずかしい？|恥ずかしい？
audio_11|ふぁ…ん、セレナちゃん、舌、出して|ふぁ…ん、セレナちゃん、舌、出して
audio_12|ビックリしちゃった？でも、気持ち、良かったよね？|ビックリしちゃった？でも、気持ち、良かったよね？
audio_13|もっと、いっぱい頼斗くんに、可愛がってもらおう？いっしょに、気持ち良く、なろう？|もっと、いっぱい頼斗くんに、可愛がってもらおう？いっしょに、気持ち良く、なろう？
audio_14|じゃあ、頼斗くん、先にセレナちゃんに、してあげて。ねえ、セレナちゃん、頼斗くんの赤ちゃん、できるといいね|じゃあ、頼斗くん、先にセレナちゃんに、してあげて。ねえ、セレナちゃん、頼斗くんの赤ちゃん、できるといいね
audio_15|じゃあ、いっぱい、出してもらおうね！|じゃあ、いっぱい、出してもらおうね！
audio_16|頼斗くん、まだ、できるよね？私も頼斗くんの赤ちゃん、欲しいんだから！だから、いっぱい頂戴|頼斗くん、まだ、できるよね？私も頼斗くんの赤ちゃん、欲しいんだから！だから、いっぱい頂戴
audio_17|勿論、頼斗くんのことも大好きだからね！|勿論、頼斗くんのことも大好きだからね！
audio_18|じゃあ|じゃあ
audio_19|もっともっと、いーっぱい、して！|もっともっと、いーっぱい、して！
audio_20|うんうん。私も欲しいなー。だからね|うんうん。私も欲しいなー。だからね
audio_21|いっぱい、愛してね|いっぱい、愛してね
audio_22|セレナちゃんも、すっごく可愛かったよー|セレナちゃんも、すっごく可愛かったよー
audio_23|ね、どうだった？|ね、どうだった？
audio_24|ふふ、まだまだだよ|ふふ、まだまだだよ
audio_25|うん。お嫁さんはたくさんいた方がいいからね。ね？頼斗くん|うん。お嫁さんはたくさんいた方がいいからね。ね？頼斗くん
audio_26|じゃあ、問題無いよねー！|じゃあ、問題無いよねー！
audio_27|そうかな？結構、いけると思うんだけどな|そうかな？結構、いけると思うんだけどな
audio_28|だよね。んー、でも、頑張って説得するから大丈夫|だよね。んー、でも、頑張って説得するから大丈夫
audio_29|えへへー、心強い味方ができちゃったね！|えへへー、心強い味方ができちゃったね！
audio_30|ダメだよー、頼斗くんには、お嫁さん、たくさん迎えて欲しいんだから|ダメだよー、頼斗くんには、お嫁さん、たくさん迎えて欲しいんだから
audio_31|あ、私も私も！|あ、私も私も！
audio_32|それって、私と一緒がいいってことかなー？|それって、私と一緒がいいってことかなー？
audio_33|勿論、大歓迎だよー。えへへ、頼斗くん、いーっぱい、しようね！|勿論、大歓迎だよー。えへへ、頼斗くん、いーっぱい、しようね！
audio_34|おはよう、頼斗くん。お待たせー|おはよう、頼斗くん。お待たせー
audio_35|ええと、そう、だった、かな？|ええと、そう、だった、かな？
audio_36|結婚の約束も、したよ？|結婚の約束も、したよ？
audio_37|ふふふふっ、かっこよかったよ、頼斗くん|ふふふふっ、かっこよかったよ、頼斗くん
audio_38|う、うん。私もそんな気はするんだけど…でも、してるみたいだよ？|う、うん。私もそんな気はするんだけど…でも、してるみたいだよ？
audio_39|まあ、どっちでもいいんじゃない？頼斗くんが隣にいれば、私はどっちでもいいし|まあ、どっちでもいいんじゃない？頼斗くんが隣にいれば、私はどっちでもいいし
audio_40|んー、そう言われてみれば…そうだよね？なんでだろ？|んー、そう言われてみれば…そうだよね？なんでだろ？
audio_41|取りあえず、今日は学業ですよ。学業学業！！|取りあえず、今日は学業ですよ。学業学業！！
audio_42|行ってきます|行ってきます
audio_43|私？私は、何か、うーん、なんだろ？何かね、よく分からないんだけど、多分、気のせい、かな？うん、何でも無い|私？私は、何か、うーん、なんだろ？何かね、よく分からないんだけど、多分、気のせい、かな？うん、何でも無い
audio_44|頼斗くんは？|頼斗くんは？
audio_45|ね、頼斗くん|ね、頼斗くん
audio_46|私たち、結婚だって、えへへ|私たち、結婚だって、えへへ
audio_47|おはようございます、セレナちゃん|おはようございます、セレナちゃん
audio_48|ちょ、ちょっと、セレナちゃん？何かあったの？|ちょ、ちょっと、セレナちゃん？何かあったの？
audio_49|？？？セレナちゃん、どうしたんだろうね？|？？？セレナちゃん、どうしたんだろうね？
audio_50|神保くんがらみとか？|神保くんがらみとか？
audio_51|飛行機がどうかした？|飛行機がどうかした？
audio_52|うん。そういうことになってるみたい|うん。そういうことになってるみたい
audio_53|なんだか、ピンと来ないけど|なんだか、ピンと来ないけど
audio_54|別の世界っていうのは、人間界と神界、みたいな感じ？|別の世界っていうのは、人間界と神界、みたいな感じ？
audio_55|飛行機に戻る？|飛行機に戻る？
audio_56|うん、確かにいたよね、藍さん|うん、確かにいたよね、藍さん
audio_57|えへへー、何か楽しそうだね。頼斗くんと新婚生活！|えへへー、何か楽しそうだね。頼斗くんと新婚生活！
audio_58|ホントはね、一夫多妻の神界でも、結婚して家族になってる女の子以外と、関係をもったら不倫、なんだよ？|ホントはね、一夫多妻の神界でも、結婚して家族になってる女の子以外と、関係をもったら不倫、なんだよ？
audio_59|でも、今回は特別、だよ？|でも、今回は特別、だよ？
audio_60|うん。お母さまたちの気持ちが知りたかったし、頼斗くんにも知ってもらいたかったから。一夫多妻制なら、こういうこと、当たり前だって|うん。お母さまたちの気持ちが知りたかったし、頼斗くんにも知ってもらいたかったから。一夫多妻制なら、こういうこと、当たり前だって
audio_61|ね、頼斗くん。こういうのって、１回で終わり、じゃないんだよね？|ね、頼斗くん。こういうのって、１回で終わり、じゃないんだよね？
audio_62|赤ちゃん、できるまで何回でも、するものなの？|赤ちゃん、できるまで何回でも、するものなの？
audio_63|なら、今度するときは、私も一緒がいいなぁ。一緒に頼斗くんに可愛がってもらうの。ちょっと恥ずかしいけど、それならいいかな、って|なら、今度するときは、私も一緒がいいなぁ。一緒に頼斗くんに可愛がってもらうの。ちょっと恥ずかしいけど、それならいいかな、って
audio_64|ホントかなぁ？|ホントかなぁ？
audio_65|でも、昨日は琥珀さんときららちゃん、二人一緒にしちゃったんでしょ？|でも、昨日は琥珀さんときららちゃん、二人一緒にしちゃったんでしょ？
audio_66|いっぱい、しちゃった？|いっぱい、しちゃった？
audio_67|もー、全然説得力無いなぁ。でも、一筋って言われて嬉しい人間界の人たちの気持ちちょっと分かった気がする|もー、全然説得力無いなぁ。でも、一筋って言われて嬉しい人間界の人たちの気持ちちょっと分かった気がする
audio_68|そうだね。それは分かるよ。よく似てるけどちょっとだけ違う|そうだね。それは分かるよ。よく似てるけどちょっとだけ違う
audio_69|藍さん、見つければ帰れるのかな？|藍さん、見つければ帰れるのかな？
audio_70|ふふっ、そうだね|ふふっ、そうだね
audio_71|待って、頼斗くん|待って、頼斗くん
audio_72|私も…ちゃんと…して欲しいな|私も…ちゃんと…して欲しいな
audio_73|いいの。今は頼斗くんとイチャイチャしたいの|いいの。今は頼斗くんとイチャイチャしたいの
audio_74|いいでしょ？|いいでしょ？
audio_75|いいの。今日は、私がするの|いいの。今日は、私がするの
audio_76|んー、頼斗くん、まだ元気ないね|んー、頼斗くん、まだ元気ないね
audio_77|何か、いつもと違って可愛いかも。えへへ、よしよし|何か、いつもと違って可愛いかも。えへへ、よしよし
audio_78|あ、元気になってきた|あ、元気になってきた
audio_79|んー…もうちょっと…あ、そうだ…んぅ…くちゅくちゅ|んー…もうちょっと…あ、そうだ…んぅ…くちゅくちゅ
audio_80|えぅ…ぅぁ…ん…コレでいいかな？|えぅ…ぅぁ…ん…コレでいいかな？
audio_81|えへへー、元気な頼斗くんだ|えへへー、元気な頼斗くんだ
audio_82|いっぱい出たね…んぅ|いっぱい出たね…んぅ
audio_83|ん…こくん…こくん|ん…こくん…こくん
audio_84|じゃあ、まだ、できるよね？|じゃあ、まだ、できるよね？
audio_85|えへへー、じゃあ、今度は頼斗くんから、きて|えへへー、じゃあ、今度は頼斗くんから、きて
audio_86|そんなにじっくり見て、楽しい？|そんなにじっくり見て、楽しい？
audio_87|うん、来て！私のアソコ、頼斗くんで全部、満たして|うん、来て！私のアソコ、頼斗くんで全部、満たして
audio_88|そういうコトすると、自分で入れちゃうよ？|そういうコトすると、自分で入れちゃうよ？
audio_89|せめてるんじゃ無いよ？でも、ね、ずっともやもやしてた。だから、頼斗くんを、もっともっと感じたかった|せめてるんじゃ無いよ？でも、ね、ずっともやもやしてた。だから、頼斗くんを、もっともっと感じたかった
audio_90|いっぱい、出されちゃった|いっぱい、出されちゃった
audio_91|お腹の中、すっごく熱くなってる。ホントにいっぱい出しちゃったね|お腹の中、すっごく熱くなってる。ホントにいっぱい出しちゃったね
audio_92|えへへ、そっか。良かった|えへへ、そっか。良かった
audio_93|ね、頼斗くん|ね、頼斗くん
audio_94|えへへー、頼斗くん|えへへー、頼斗くん
audio_95|ね、頼斗くん、このままちょっと寝ちゃおっか？|ね、頼斗くん、このままちょっと寝ちゃおっか？
audio_96|いいの、いっしょに、寝よ？|いいの、いっしょに、寝よ？
audio_97|え、えへへへ、シャ、シャワー、浴びてくるね|え、えへへへ、シャ、シャワー、浴びてくるね
audio_98|えへへー、大遅刻だね|えへへー、大遅刻だね
audio_99|セレナちゃんもいないね。調査に出てるのかな？|セレナちゃんもいないね。調査に出てるのかな？
audio_100|せっかく会えたのに、また離ればなれは、辛いもんね|せっかく会えたのに、また離ればなれは、辛いもんね
audio_101|どうしたの、頼斗くん|どうしたの、頼斗くん
audio_102|ええと…あれ？何でだっけ？|ええと…あれ？何でだっけ？
audio_103|らぴすちゃんによく似てるのは覚えてるんだけど|らぴすちゃんによく似てるのは覚えてるんだけど
audio_104|離ればなれになったのって、結構前、だったんだっけ？|離ればなれになったのって、結構前、だったんだっけ？
audio_105|頼斗くん、どうしたの？何か変な顔してるよ？|頼斗くん、どうしたの？何か変な顔してるよ？
audio_106|それは|それは
audio_107|あれ？私がらぴすちゃんのこと、頼斗くんに話したときには、既に知り合いだった、ような？あれ？あれ？あれれ？|あれ？私がらぴすちゃんのこと、頼斗くんに話したときには、既に知り合いだった、ような？あれ？あれ？あれれ？
audio_108|そうだね|そうだね
audio_109|みんながいないと、静かだね|みんながいないと、静かだね
audio_110|でも、ちょっと寂しいかな？|でも、ちょっと寂しいかな？
audio_111|それは、私もだけど。でも、やっぱりね、みんな一緒の方が楽しいかな、って|それは、私もだけど。でも、やっぱりね、みんな一緒の方が楽しいかな、って
audio_112|好きな人たちと、大切な人たちと、ずっと一緒にいられたら、きっと寂しくないんじゃ無いかなって|好きな人たちと、大切な人たちと、ずっと一緒にいられたら、きっと寂しくないんじゃ無いかなって
audio_113|らぴすちゃんもね。何か手がかりが見つかるといいんだけど|らぴすちゃんもね。何か手がかりが見つかるといいんだけど
audio_114|でも、ツテもなにもないし、フローラに頼むのは…んー、無理かな|でも、ツテもなにもないし、フローラに頼むのは…んー、無理かな
audio_115|しょうがないよ。今日はもう帰ろう|しょうがないよ。今日はもう帰ろう
audio_116|あ、なら私も手伝うよ？|あ、なら私も手伝うよ？
audio_117|結婚式？うわー、何か素敵かも|結婚式？うわー、何か素敵かも
audio_118|でも、私たちはなにをすればいいんですか？|でも、私たちはなにをすればいいんですか？
audio_119|仲人さん、ですか？スピーチとか、そういうのかな？|仲人さん、ですか？スピーチとか、そういうのかな？
audio_120|んー、結構むずかしそうだね|んー、結構むずかしそうだね
audio_121|結婚式も楽しみですけど、秋の公演も気になっちゃう。どんな脚本なんだろう？頼斗くん知ってる？|結婚式も楽しみですけど、秋の公演も気になっちゃう。どんな脚本なんだろう？頼斗くん知ってる？
audio_122|え？そうなの？|え？そうなの？
audio_123|いいなぁ、プロポーズかぁ。琥珀さん、どんなだったんですか？|いいなぁ、プロポーズかぁ。琥珀さん、どんなだったんですか？
audio_124|素敵ですね|素敵ですね
audio_125|えっと、お話ありがとうございました。すっごく、楽しかったです|えっと、お話ありがとうございました。すっごく、楽しかったです
audio_126|結婚式かぁ、なんか幸せそうで良かったね|結婚式かぁ、なんか幸せそうで良かったね
audio_127|ね、私たちの結婚式は、どんな感じになるかな？|ね、私たちの結婚式は、どんな感じになるかな？
audio_128|ふふっ、そうだね|ふふっ、そうだね
